trait1	trait2	p.value	BH
MET.erythritol	MET.quinate	0.691303652	0.893683161
MET.fa16_0	MET.quinate	0.191678963	0.534286244
MET.fa18_0	MET.quinate	0.811114487	0.939825478
MET.fa18_2	MET.quinate	0.297799943	0.650646345
MET.fructose	MET.quinate	0.007625015	0.080075544
MET.fructose_6p	MET.quinate	0.439484334	0.756532
MET.fucose	MET.quinate	0.089476562	0.370053466
MET.fumarate	MET.quinate	0.648894384	0.874131842
MET.gaba	MET.quinate	0.026379785	0.183425425
MET.galactose	MET.quinate	0.726984272	0.909087915
MET.galacturonate	MET.quinate	0.053665784	0.282533381
MET.gluconate	MET.quinate	0.585968596	0.843830197
MET.glucose	MET.quinate	0.021237843	0.159451719
MET.glucose_6p	MET.quinate	0.551691104	0.824793832
MET.glutamate	MET.quinate	0.523938454	0.807422279
MET.glutamine	MET.quinate	0.33766994	0.684022198
MET.glycerate	MET.quinate	0.234805323	0.586342786
MET.glycerate_3p	MET.quinate	0.862465665	0.956129156
MET.glycerol	MET.quinate	0.042853652	0.245784503
MET.glycerol_1p	MET.quinate	0.146101555	0.47104866
MET.glycine	MET.quinate	0.856289858	0.954250955
MET.homoserine	MET.quinate	0.410203231	0.737048953
MET.inositol	MET.quinate	0.001608578	0.025286953
MET.inositol_1p	MET.quinate	0.419221015	0.74362919
MET.isocitrate	MET.quinate	0.170225751	0.505686567
MET.isoleucine	MET.quinate	0.375402184	0.713310061
MET.isomaltose	MET.quinate	0.40988473	0.737005311
MET.l_ascorbate	MET.quinate	0.142431565	0.464951692
MET.leucine	MET.quinate	0.167006364	0.501006532
MET.lysine	MET.quinate	0.452698263	0.765380547
MET.malate	MET.quinate	0.330249015	0.678286236
MET.maleate	MET.quinate	0.460270576	0.769552855
MET.maltitol	MET.quinate	0.108510656	0.408371551
MET.maltose	MET.quinate	0.02376435	0.172487366
MET.mannitol	MET.quinate	0.330272657	0.678286236
MET.mannose	MET.quinate	0.037130709	0.225765328
MET.methionine	MET.quinate	0.561626711	0.8301446
MET.oxoproline_5	MET.quinate	0.633823525	0.86804646
MET.phenylalanine	MET.quinate	0.180607938	0.520402698
MET.phosphate	MET.quinate	0.923890197	0.97747657
MET.proline	MET.quinate	0.000164543	0.004050724
MET.putrescine	MET.quinate	0.028727218	0.193028684
MET.quinate	MET.quinate	NA	NA
MET.rhamnose	MET.quinate	0.446813603	0.761822966
MET.ribose	MET.quinate	0.861281316	0.955471292
MET.s_me_cysteine	MET.quinate	0.551418894	0.824563191
MET.saccharate	MET.quinate	0.003316586	0.044041616
MET.serine	MET.quinate	0.67761149	0.887412979
MET.shikimate	MET.quinate	0.368006447	0.708597377
MET.sorbitol	MET.quinate	0.152329537	0.480219004
MET.succinate	MET.quinate	0.631499575	0.866886928
MET.sucrose	MET.quinate	0.005158705	0.060770149
MET.t4_ho_proline	MET.quinate	0.122108526	0.433361298
MET.threonate	MET.quinate	0.623594409	0.862577838
MET.threonine	MET.quinate	0.768976023	0.924278311
MET.trehalose	MET.quinate	0.118209362	0.426560389
MET.tryptophan	MET.quinate	0.773318556	0.926207112
MET.tyrosine	MET.quinate	0.798813916	0.9358481
MET.uracil	MET.quinate	0.322223614	0.671556994
MET.valine	MET.quinate	0.967781174	0.990916414
MOR.Anther_L_W	MET.quinate	0.237365112	0.588332244
MOR.Anther_length	MET.quinate	0.70487589	0.899808373
MOR.Anther_width	MET.quinate	0.516910965	0.803774665
MOR.BM	MET.quinate	0.032534234	0.209032297
MOR.BX	MET.quinate	2.88E-05	0.000950129
MOR.BY	MET.quinate	0.207704998	0.55401813
MOR.EA	MET.quinate	0.001380322	0.02254336
MOR.flowers_inf	MET.quinate	0.149719357	0.476396808
MOR.flowers_plant	MET.quinate	0.300448017	0.652760196
MOR.FN	MET.quinate	0.397602932	0.729401855
MOR.Fruit_L_Pt	MET.quinate	0.523938454	0.807422279
MOR.Fruit_L_W	MET.quinate	0.002856525	0.039275108
MOR.Fruit_length	MET.quinate	0.549063393	0.823153579
MOR.Fruit_locule	MET.quinate	0.004942269	0.058965658
MOR.Fruit_peric_thick	MET.quinate	0.255174316	0.605872322
MOR.Fruit_W_Pt	MET.quinate	0.006118838	0.068584937
MOR.Fruit_width	MET.quinate	0.015189792	0.12822147
MOR.FW	MET.quinate	0.007452992	0.078682665
MOR.HI	MET.quinate	0.000602882	0.011643779
MOR.inf	MET.quinate	0.060944167	0.304006347
MOR.Ovary_L_W	MET.quinate	0.006266553	0.069765296
MOR.Ovary_length	MET.quinate	0.410099426	0.737048953
MOR.Ovary_width	MET.quinate	0.437018534	0.755035445
MOR.PW	MET.quinate	0.00018319	0.004405075
MOR.RED	MET.quinate	0.411576607	0.737782924
MOR.Seed_L_W	MET.quinate	0.169234277	0.504187259
MOR.Seed_Length	MET.quinate	0.152317817	0.480219004
MOR.Seed_Width	MET.quinate	0.130626803	0.446950835
MOR.Seed_Wt	MET.quinate	0.715538424	0.90370535
MOR.SN_fruit	MET.quinate	0.033360629	0.2113646
MOR.SN_fruit_unit	MET.quinate	0.161367493	0.49362551
MOR.SN_plant	MET.quinate	0.902238691	0.969762432
MOR.Style_L_W	MET.quinate	0.139199414	0.460474427
MOR.Style_length	MET.quinate	0.437993002	0.755443997
MOR.Style_width	MET.quinate	0.013344647	0.118062769
MOR.SW_fruit	MET.quinate	0.079021429	0.347252245
MOR.SW_plant	MET.quinate	0.963729	0.989729523
MOR.TY	MET.quinate	0.719924212	0.905551488
SED.Adenine_seeds	MET.quinate	0.498270194	0.793091875
SED.Alanine_seeds	MET.quinate	0.126589613	0.441037138
SED.Arginine_seeds	MET.quinate	0.984538476	0.995980645
SED.Asparagine_seeds	MET.quinate	0.304902545	0.65649902
SED.Aspartate_seeds	MET.quinate	0.514178622	0.80197481
SED.Benzoate_seeds	MET.quinate	0.684753128	0.890900818
SED.Citrate_seeds	MET.quinate	0.149529974	0.476065034
SED.Erythritol_seeds	MET.quinate	0.000387574	0.008186477
SED.Fructose_seeds	MET.quinate	0.229015131	0.579500285
SED.Fumarate_seeds	MET.quinate	0.617122017	0.858826967
SED.GABA_seeds	MET.quinate	0.007528088	0.079295864
SED.Galactinol_seeds	MET.quinate	0.073952201	0.335969774
SED.Galactonic_acid_1_4_lactone_seeds	MET.quinate	0.946886229	0.984624936
SED.Glutamate_seeds	MET.quinate	0.39074898	0.724551517
SED.Glycerate_seeds	MET.quinate	0.000520067	0.010366495
SED.Glycerol_1P_seeds	MET.quinate	0.561672924	0.8301446
SED.Glycerol_seeds	MET.quinate	0.722560761	0.906893454
SED.Glycine_seeds	MET.quinate	0.963482407	0.989695849
SED.Glycolate_seeds	MET.quinate	0.949452705	0.985568566
SED.Isoleucine_seeds	MET.quinate	0.793565968	0.93374147
SED.Lysine_seeds	MET.quinate	0.708254086	0.901302956
SED.Malate_seeds	MET.quinate	0.308611092	0.660282323
SED.Maltotriose_seeds	MET.quinate	0.852722064	0.95335513
SED.Melezitose_seeds	MET.quinate	0.468370856	0.774644234
SED.Myo_Inositol_seeds	MET.quinate	0.446107182	0.761380311
SED.NA_sugar_seeds	MET.quinate	0.746676715	0.916340223
SED.Nicotinate_seeds	MET.quinate	0.423634492	0.746725963
SED.Nonanoate_seeds	MET.quinate	0.190347525	0.532728095
SED.Octadecanoate_seeds	MET.quinate	0.874492127	0.959776115
SED.Phenylalanine_seeds	MET.quinate	0.070887182	0.32829837
SED.Phosphate_seeds	MET.quinate	0.375830151	0.713589678
SED.Proline_seeds	MET.quinate	0.819465356	0.942782958
SED.Putrescine_seeds	MET.quinate	0.899753639	0.969056083
SED.Raffinose_seeds	MET.quinate	0.055791548	0.288991743
SED.Salicylate_seeds	MET.quinate	0.210978426	0.558204847
SED.Serine_seeds	MET.quinate	0.745758628	0.915970815
SED.Succinate_seeds	MET.quinate	0.07325577	0.33417931
SED.Threonine_seeds	MET.quinate	0.214775555	0.563242045
SED.Trehalose_alpha_alpha_seeds	MET.quinate	0.307275841	0.659366096
SED.Tyrosine_seeds	MET.quinate	0.945536274	0.984463633
SED.Uracil_seeds	MET.quinate	0.139740669	0.461168158
SED.Urea_seeds	MET.quinate	0.812313107	0.940162577
SED.Valine_seeds	MET.quinate	0.577842336	0.83952095
SED.X4_Hydroxy_Benzoate_seeds	MET.quinate	0.087608372	0.366226569
WAX.pct_iso	MET.quinate	0.956303965	0.986954084
WAX.pct_anteiso	MET.quinate	0.198313501	0.543210007
WAX.mindex	MET.quinate	0.214104018	0.562483136
WAX.nalk_CPI	MET.quinate	0.100156161	0.393136899
WAX.nalk_ACL	MET.quinate	0.69366565	0.894377758
WAX.anteiso_CPI	MET.quinate	0.354021065	0.69825468
WAX.anteiso_ACL	MET.quinate	0.85449338	0.953734111
WAX.iso_CPI	MET.quinate	0.863401316	0.95649981
WAX.iso_ACL	MET.quinate	0.891517763	0.965970238
WAX.13eps_iC31	MET.quinate	0.206765576	0.553153422
WAX.13eps_nC31	MET.quinate	0.164272223	0.497459339
WAX.13eps_iC33	MET.quinate	0.117195801	0.425147511
WAX.13eps_nC33	MET.quinate	0.100345904	0.393499797
WAX.i31_n31	MET.quinate	0.271087399	0.62355899
WAX.i33_n33	MET.quinate	0.697495164	0.896027418
DEV.CompAll	MET.rhamnose	0.498806282	0.79334214
DEV.CompInt	MET.rhamnose	0.625415338	0.86373745
DEV.CompPri	MET.rhamnose	0.75621705	0.918854972
DEV.CompRachis	MET.rhamnose	0.665878699	0.88220676
DEV.CompSec	MET.rhamnose	0.565812273	0.832202905
DEV.CotPaveAR	MET.rhamnose	0.535435839	0.814611532
DEV.CotPaveArea	MET.rhamnose	0.237432829	0.588447934
DEV.CotPaveCirc	MET.rhamnose	0.071149348	0.329105667
DEV.CotPaveCnt	MET.rhamnose	0.122653092	0.434301894
DEV.CotPaveRound	MET.rhamnose	0.675481956	0.886754371
DEV.CotPaveSolid	MET.rhamnose	0.097005426	0.387419447
DEV.CotStom	MET.rhamnose	0.816007822	0.941672285
DEV.CotStomInd	MET.rhamnose	0.13515393	0.454120778
DEV.FlowTime	MET.rhamnose	0.963424898	0.989695849
DEV.LatLfSize	MET.rhamnose	0.727793406	0.909381924
DEV.LatPC1	MET.rhamnose	0.369743116	0.710005326
DEV.LatPC2	MET.rhamnose	0.091647128	0.375366666
DEV.LatPC3	MET.rhamnose	0.083809751	0.358218478
DEV.LatPC4	MET.rhamnose	0.186928413	0.528307103
DEV.LatPC5	MET.rhamnose	0.642786928	0.87153007
DEV.LfAbStom	MET.rhamnose	0.516423351	0.803510373
DEV.LfAdStom	MET.rhamnose	0.208289907	0.554705952
DEV.LfStomRatio	MET.rhamnose	0.207909158	0.554226243
DEV.LftAR	MET.rhamnose	0.182818714	0.523521211
DEV.LftCirc	MET.rhamnose	0.383778133	0.720039836
DEV.LftRound	MET.rhamnose	0.211353712	0.558563401
DEV.LftSolid	MET.rhamnose	0.151218138	0.478724708
DEV.TermLfSize	MET.rhamnose	0.773029213	0.926204014
DEV.TermPC1	MET.rhamnose	0.384634316	0.720380506
DEV.TermPC3	MET.rhamnose	0.760358528	0.920447866
DEV.TermPC4	MET.rhamnose	0.639070443	0.870654254
DEV.TermPC5	MET.rhamnose	0.537321582	0.815947386
ENZ.aa_cont	MET.rhamnose	0.42344162	0.74656212
ENZ.ac_inv	MET.rhamnose	0.697178435	0.895934047
ENZ.aconi	MET.rhamnose	0.31258034	0.664364294
ENZ.agpa	MET.rhamnose	0.897413588	0.967994463
ENZ.ala_ami	MET.rhamnose	0.809178426	0.939335647
ENZ.asp_ami	MET.rhamnose	0.623272643	0.862577838
ENZ.fbp_ald	MET.rhamnose	0.694658454	0.89490451
ENZ.fru_kin	MET.rhamnose	0.587691916	0.844920426
ENZ.fructose_e	MET.rhamnose	0.658913513	0.878907531
ENZ.fuma	MET.rhamnose	0.954203034	0.986748794
ENZ.g6pdh	MET.rhamnose	0.903189607	0.970157758
ENZ.gadph	MET.rhamnose	0.376512041	0.714302675
ENZ.gapdh_p	MET.rhamnose	0.572730296	0.836300436
ENZ.gluc_kin	MET.rhamnose	0.61733268	0.858921678
ENZ.glucose_e	MET.rhamnose	0.813932588	0.940907686
ENZ.gluta_dh	MET.rhamnose	0.644821137	0.871952083
ENZ.iso_ci_dh	MET.rhamnose	0.258721208	0.610067227
ENZ.mal_dh	MET.rhamnose	0.864492989	0.957065552
ENZ.pep_car	MET.rhamnose	0.361877447	0.704142176
ENZ.ph_fru_kin	MET.rhamnose	0.166722383	0.500559563
ENZ.ph_fru_kin_a	MET.rhamnose	0.458210676	0.768405075
ENZ.ph_glu_is_c	MET.rhamnose	0.512229181	0.801108974
ENZ.ph_glu_is_t	MET.rhamnose	0.263696061	0.615427311
ENZ.ph_glu_mut	MET.rhamnose	0.801270223	0.936352048
ENZ.ph_gly_kin	MET.rhamnose	0.360553642	0.702939018
ENZ.pro_con	MET.rhamnose	0.557795293	0.82789984
ENZ.pyr_kin	MET.rhamnose	0.680608358	0.888904557
ENZ.shik_de	MET.rhamnose	0.162993129	0.495641239
ENZ.starch	MET.rhamnose	0.770051811	0.924912143
ENZ.suc_p_syn	MET.rhamnose	0.50842237	0.799108639
ENZ.suc_syn	MET.rhamnose	0.562548098	0.830703022
ENZ.succ_co_l	MET.rhamnose	0.699294684	0.896798052
ENZ.sucrose_e	MET.rhamnose	0.039976084	0.23565005
ENZ.tr_ph_iso	MET.rhamnose	0.954941327	0.98681722
ENZ.udp_glu	MET.rhamnose	0.38171747	0.718100984
MET.a_tocopherol	MET.rhamnose	0.190659879	0.533146102
MET.aconitate	MET.rhamnose	0.697020057	0.895894058
MET.alanine	MET.rhamnose	0.312910044	0.664755567
MET.arabinose	MET.rhamnose	0.008978082	0.089692221
MET.arginine	MET.rhamnose	0.063314981	0.310087231
MET.asparagine	MET.rhamnose	0.518556894	0.804638662
MET.aspartate	MET.rhamnose	0.37049353	0.710646231
MET.b_alanine	MET.rhamnose	0.829296459	0.945604281
MET.benzoate	MET.rhamnose	0.038375055	0.229890653
MET.citramalate	MET.rhamnose	0.964705976	0.990006885
MET.citrate	MET.rhamnose	0.290897226	0.643711965
MET.cysteine	MET.rhamnose	0.517215538	0.80384849
MET.dehydroascorbate	MET.rhamnose	0.622146993	0.861959034
MET.erythritol	MET.rhamnose	0.007957751	0.082638863
MET.fa16_0	MET.rhamnose	0.12595364	0.439752747
MET.fa18_0	MET.rhamnose	0.177023096	0.515207401
MET.fa18_2	MET.rhamnose	0.917228435	0.975327848
MET.fructose	MET.rhamnose	0.002843963	0.039223753
MET.fructose_6p	MET.rhamnose	0.787610248	0.931423723
MET.fucose	MET.rhamnose	0.225136335	0.575430898
MET.fumarate	MET.rhamnose	0.289454016	0.642093362
MET.gaba	MET.rhamnose	0.787959735	0.931631357
MET.galactose	MET.rhamnose	0.397081612	0.729135138
MET.galacturonate	MET.rhamnose	0.122090573	0.433352577
MET.gluconate	MET.rhamnose	0.000117974	0.003083419
MET.glucose	MET.rhamnose	0.00535809	0.062331253
MET.glucose_6p	MET.rhamnose	0.932907052	0.98034884
MET.glutamate	MET.rhamnose	0.015242006	0.128584595
MET.glutamine	MET.rhamnose	0.045821817	0.255932279
MET.glycerate	MET.rhamnose	0.005953113	0.067320974
MET.glycerate_3p	MET.rhamnose	0.560241611	0.829367349
MET.glycerol	MET.rhamnose	0.222513959	0.571874426
MET.glycerol_1p	MET.rhamnose	0.831420771	0.946568689
MET.glycine	MET.rhamnose	0.922087941	0.976710528
MET.homoserine	MET.rhamnose	0.693651395	0.894377758
MET.inositol	MET.rhamnose	0.765507091	0.922730975
MET.inositol_1p	MET.rhamnose	0.196913446	0.540916213
MET.isocitrate	MET.rhamnose	0.583622377	0.842607485
MET.isoleucine	MET.rhamnose	0.329339467	0.677278296
MET.isomaltose	MET.rhamnose	0.412105871	0.738069343
MET.l_ascorbate	MET.rhamnose	0.489435279	0.787274071
MET.leucine	MET.rhamnose	0.749954804	0.917127757
MET.lysine	MET.rhamnose	0.593032961	0.847477078
MET.malate	MET.rhamnose	0.561319741	0.829996655
MET.maleate	MET.rhamnose	0.756758524	0.919251144
MET.maltitol	MET.rhamnose	0.480624989	0.781917151
MET.maltose	MET.rhamnose	0.252950481	0.603997024
MET.mannitol	MET.rhamnose	0.108416459	0.408291773
MET.mannose	MET.rhamnose	0.059711627	0.300719498
MET.methionine	MET.rhamnose	0.921547336	0.976539515
MET.oxoproline_5	MET.rhamnose	0.009475417	0.093011411
MET.phenylalanine	MET.rhamnose	0.048344383	0.264320431
MET.phosphate	MET.rhamnose	0.825758636	0.944284558
MET.proline	MET.rhamnose	0.797235885	0.935241071
MET.putrescine	MET.rhamnose	0.970675906	0.99184926
MET.quinate	MET.rhamnose	0.446813603	0.761822966
MET.rhamnose	MET.rhamnose	NA	NA
MET.ribose	MET.rhamnose	0.000110576	0.002920081
MET.s_me_cysteine	MET.rhamnose	0.959805853	0.988325435
MET.saccharate	MET.rhamnose	0.284445835	0.636853918
MET.serine	MET.rhamnose	0.897979074	0.968151539
MET.shikimate	MET.rhamnose	0.239527212	0.591149328
MET.sorbitol	MET.rhamnose	0.950282364	0.985653714
MET.succinate	MET.rhamnose	0.30755321	0.659713668
MET.sucrose	MET.rhamnose	0.97248531	0.992246921
MET.t4_ho_proline	MET.rhamnose	0.457850519	0.768147317
MET.threonate	MET.rhamnose	0.037195413	0.225837366
MET.threonine	MET.rhamnose	0.731081439	0.911079485
MET.trehalose	MET.rhamnose	0.011935994	0.109264156
MET.tryptophan	MET.rhamnose	0.957291526	0.987094933
MET.tyrosine	MET.rhamnose	0.490612139	0.787928074
MET.uracil	MET.rhamnose	0.042236486	0.243794753
MET.valine	MET.rhamnose	0.489035512	0.786857323
MOR.Anther_L_W	MET.rhamnose	0.06933804	0.32469987
MOR.Anther_length	MET.rhamnose	0.236987775	0.588178925
MOR.Anther_width	MET.rhamnose	0.601320667	0.851505506
MOR.BM	MET.rhamnose	0.416026554	0.740962847
MOR.BX	MET.rhamnose	0.55646015	0.82737425
MOR.BY	MET.rhamnose	0.515997878	0.803332569
MOR.EA	MET.rhamnose	0.58747464	0.84489897
MOR.flowers_inf	MET.rhamnose	0.936304214	0.981583559
MOR.flowers_plant	MET.rhamnose	0.126916949	0.441623833
MOR.FN	MET.rhamnose	0.894631553	0.967066343
MOR.Fruit_L_Pt	MET.rhamnose	0.586028395	0.843830197
MOR.Fruit_L_W	MET.rhamnose	0.127300426	0.442052151
MOR.Fruit_length	MET.rhamnose	0.865226496	0.957065552
MOR.Fruit_locule	MET.rhamnose	0.521325196	0.805674772
MOR.Fruit_peric_thick	MET.rhamnose	0.642654656	0.871440797
MOR.Fruit_W_Pt	MET.rhamnose	0.042759827	0.245397354
MOR.Fruit_width	MET.rhamnose	0.254183671	0.605339398
MOR.FW	MET.rhamnose	0.31830394	0.669350175
MOR.HI	MET.rhamnose	0.166727896	0.500559563
MOR.inf	MET.rhamnose	0.112575518	0.416270462
MOR.Ovary_L_W	MET.rhamnose	0.286227572	0.638869573
MOR.Ovary_length	MET.rhamnose	0.065309162	0.315011389
MOR.Ovary_width	MET.rhamnose	0.508571817	0.799173408
MOR.PW	MET.rhamnose	0.011713447	0.10775601
MOR.RED	MET.rhamnose	0.167315176	0.501285297
MOR.Seed_L_W	MET.rhamnose	0.014424885	0.123966856
MOR.Seed_Length	MET.rhamnose	0.916718986	0.975244517
MOR.Seed_Width	MET.rhamnose	0.067172367	0.319878045
MOR.Seed_Wt	MET.rhamnose	0.389875568	0.724132306
MOR.SN_fruit	MET.rhamnose	0.11441644	0.419238269
MOR.SN_fruit_unit	MET.rhamnose	0.037760996	0.227775615
MOR.SN_plant	MET.rhamnose	0.366733888	0.70766249
MOR.Style_L_W	MET.rhamnose	0.338567462	0.684576504
MOR.Style_length	MET.rhamnose	0.200573867	0.545699851
MOR.Style_width	MET.rhamnose	0.937595423	0.981978639
MOR.SW_fruit	MET.rhamnose	0.156905282	0.486973647
MOR.SW_plant	MET.rhamnose	0.496417547	0.792217138
MOR.TY	MET.rhamnose	0.53472369	0.814473528
SED.Adenine_seeds	MET.rhamnose	0.246621495	0.597904434
SED.Alanine_seeds	MET.rhamnose	0.936476454	0.981583559
SED.Arginine_seeds	MET.rhamnose	0.407118119	0.735162737
SED.Asparagine_seeds	MET.rhamnose	0.580003241	0.840564369
SED.Aspartate_seeds	MET.rhamnose	0.734952129	0.911643741
SED.Benzoate_seeds	MET.rhamnose	0.499381486	0.793802064
SED.Citrate_seeds	MET.rhamnose	0.320387822	0.670753583
SED.Erythritol_seeds	MET.rhamnose	0.475120317	0.779168862
SED.Fructose_seeds	MET.rhamnose	0.239945726	0.59184355
SED.Fumarate_seeds	MET.rhamnose	0.561181353	0.829931133
SED.GABA_seeds	MET.rhamnose	0.850494799	0.95289067
SED.Galactinol_seeds	MET.rhamnose	0.257895613	0.609353558
SED.Galactonic_acid_1_4_lactone_seeds	MET.rhamnose	0.519528193	0.804993637
SED.Glutamate_seeds	MET.rhamnose	0.224760385	0.574977033
SED.Glycerate_seeds	MET.rhamnose	0.100010655	0.392933125
SED.Glycerol_1P_seeds	MET.rhamnose	0.200999051	0.546349592
SED.Glycerol_seeds	MET.rhamnose	0.795996742	0.934701247
SED.Glycine_seeds	MET.rhamnose	0.85943155	0.955226521
SED.Glycolate_seeds	MET.rhamnose	0.766953368	0.923444793
SED.Isoleucine_seeds	MET.rhamnose	0.805176159	0.937732686
SED.Lysine_seeds	MET.rhamnose	0.604014507	0.852752011
SED.Malate_seeds	MET.rhamnose	0.588516354	0.845497193
SED.Maltotriose_seeds	MET.rhamnose	0.017698713	0.142435168
SED.Melezitose_seeds	MET.rhamnose	0.628108464	0.865091422
SED.Myo_Inositol_seeds	MET.rhamnose	0.935320433	0.9811945
SED.NA_sugar_seeds	MET.rhamnose	0.443638209	0.75994035
SED.Nicotinate_seeds	MET.rhamnose	0.865179037	0.957065552
SED.Nonanoate_seeds	MET.rhamnose	0.447296756	0.761867415
SED.Octadecanoate_seeds	MET.rhamnose	0.894769207	0.96711431
SED.Phenylalanine_seeds	MET.rhamnose	0.711685953	0.902582504
SED.Phosphate_seeds	MET.rhamnose	0.285025115	0.637337603
SED.Proline_seeds	MET.rhamnose	0.655399664	0.877107097
SED.Putrescine_seeds	MET.rhamnose	0.050201507	0.270559906
SED.Raffinose_seeds	MET.rhamnose	0.481315034	0.78198497
SED.Salicylate_seeds	MET.rhamnose	0.01298815	0.115761669
SED.Serine_seeds	MET.rhamnose	0.920689894	0.97615049
SED.Succinate_seeds	MET.rhamnose	0.239537445	0.591149328
SED.Threonine_seeds	MET.rhamnose	0.821161484	0.943466564
SED.Trehalose_alpha_alpha_seeds	MET.rhamnose	0.263726305	0.615434732
SED.Tyrosine_seeds	MET.rhamnose	0.122030164	0.433303145
SED.Uracil_seeds	MET.rhamnose	0.0099419	0.096006625
SED.Urea_seeds	MET.rhamnose	0.42430503	0.747130624
SED.Valine_seeds	MET.rhamnose	0.944764945	0.984404404
SED.X4_Hydroxy_Benzoate_seeds	MET.rhamnose	0.6004611	0.850899171
WAX.pct_iso	MET.rhamnose	0.372040648	0.711479587
WAX.pct_anteiso	MET.rhamnose	0.235395749	0.586413461
WAX.mindex	MET.rhamnose	0.196142429	0.540125382
WAX.nalk_CPI	MET.rhamnose	0.984289353	0.995955093
WAX.nalk_ACL	MET.rhamnose	0.616150953	0.858608821
WAX.anteiso_CPI	MET.rhamnose	0.61178976	0.856769837
WAX.anteiso_ACL	MET.rhamnose	0.650232321	0.87460561
WAX.iso_CPI	MET.rhamnose	0.480468389	0.781917151
WAX.iso_ACL	MET.rhamnose	0.854607245	0.953821785
WAX.13eps_iC31	MET.rhamnose	0.956762621	0.98704528
WAX.13eps_nC31	MET.rhamnose	0.731170615	0.911086964
WAX.13eps_iC33	MET.rhamnose	0.753362785	0.918061829
WAX.13eps_nC33	MET.rhamnose	0.636356984	0.869283087
WAX.i31_n31	MET.rhamnose	0.392800315	0.726380587
WAX.i33_n33	MET.rhamnose	0.111297682	0.413872164
DEV.CompAll	MET.ribose	0.613151826	0.857541706
DEV.CompInt	MET.ribose	0.430783213	0.751733642
DEV.CompPri	MET.ribose	0.264411814	0.61590378
DEV.CompRachis	MET.ribose	0.342402616	0.688300141
DEV.CompSec	MET.ribose	0.939646755	0.982342471
DEV.CotPaveAR	MET.ribose	0.390371324	0.724442582
DEV.CotPaveArea	MET.ribose	0.138301179	0.459082259
DEV.CotPaveCirc	MET.ribose	0.643717428	0.871952083
DEV.CotPaveCnt	MET.ribose	0.131652857	0.448581944
DEV.CotPaveRound	MET.ribose	0.316740714	0.66802193
DEV.CotPaveSolid	MET.ribose	0.404346244	0.733155242
DEV.CotStom	MET.ribose	0.199970514	0.544740733
DEV.CotStomInd	MET.ribose	0.374435676	0.712493682
DEV.FlowTime	MET.ribose	0.814372159	0.940960402
DEV.LatLfSize	MET.ribose	0.067488824	0.320434744
DEV.LatPC1	MET.ribose	0.338259704	0.684365415
DEV.LatPC2	MET.ribose	0.432700053	0.752205122
DEV.LatPC3	MET.ribose	0.067892399	0.321591943
DEV.LatPC4	MET.ribose	0.288728086	0.641296931
DEV.LatPC5	MET.ribose	0.409809656	0.737005311
DEV.LfAbStom	MET.ribose	0.773029213	0.926204014
DEV.LfAdStom	MET.ribose	0.778193836	0.92761508
DEV.LfStomRatio	MET.ribose	0.486438714	0.784965899
DEV.LftAR	MET.ribose	0.245779814	0.597415912
DEV.LftCirc	MET.ribose	0.769459428	0.924501734
DEV.LftRound	MET.ribose	0.268597994	0.620845649
DEV.LftSolid	MET.ribose	0.587644675	0.84489897
DEV.TermLfSize	MET.ribose	0.105212409	0.401360011
DEV.TermPC1	MET.ribose	0.328004103	0.675525645
DEV.TermPC3	MET.ribose	0.799346808	0.93608006
DEV.TermPC4	MET.ribose	0.555658886	0.827012049
DEV.TermPC5	MET.ribose	0.340445251	0.686140954
ENZ.aa_cont	MET.ribose	0.660230576	0.879645407
ENZ.ac_inv	MET.ribose	0.858784896	0.954941487
ENZ.aconi	MET.ribose	0.244273881	0.595955168
ENZ.agpa	MET.ribose	0.658894196	0.878907531
ENZ.ala_ami	MET.ribose	0.195077788	0.538659698
ENZ.asp_ami	MET.ribose	0.613972221	0.857752267
ENZ.fbp_ald	MET.ribose	0.472995409	0.777696811
ENZ.fru_kin	MET.ribose	0.2510466	0.602097684
ENZ.fructose_e	MET.ribose	0.273134421	0.625033197
ENZ.fuma	MET.ribose	0.919897666	0.975829779
ENZ.g6pdh	MET.ribose	0.853974296	0.953573374
ENZ.gadph	MET.ribose	0.23516821	0.586342786
ENZ.gapdh_p	MET.ribose	0.425693709	0.748134848
ENZ.gluc_kin	MET.ribose	0.11474444	0.419991667
ENZ.glucose_e	MET.ribose	0.757373362	0.919261466
ENZ.gluta_dh	MET.ribose	0.654147844	0.876560235
ENZ.iso_ci_dh	MET.ribose	0.870029323	0.958073714
ENZ.mal_dh	MET.ribose	0.177988811	0.51678105
ENZ.pep_car	MET.ribose	0.292367225	0.645304312
ENZ.ph_fru_kin	MET.ribose	0.505066945	0.796640059
ENZ.ph_fru_kin_a	MET.ribose	0.34256715	0.688357761
ENZ.ph_glu_is_c	MET.ribose	0.171236541	0.506828051
ENZ.ph_glu_is_t	MET.ribose	0.211961729	0.559394599
ENZ.ph_glu_mut	MET.ribose	0.397719001	0.729401855
ENZ.ph_gly_kin	MET.ribose	0.329112329	0.67720958
ENZ.pro_con	MET.ribose	0.199973368	0.544740733
ENZ.pyr_kin	MET.ribose	0.516345094	0.803510373
ENZ.shik_de	MET.ribose	0.381344243	0.717773126
ENZ.starch	MET.ribose	0.198468323	0.543210007
ENZ.suc_p_syn	MET.ribose	0.448588187	0.762671367
ENZ.suc_syn	MET.ribose	0.183559303	0.524139214
